Index No.,1st 3 digits Zip Code,Enlisted***RACE/GENDER***WHITE MALE,Enlisted***RACE/GENDER***WHITE FEMALE,Enlisted***RACE/GENDER***BLACK MALE,Enlisted***RACE/GENDER***BLACK FEMALE,Enlisted***RACE/GENDER***AMER IND/AK NAT MALE,Enlisted***RACE/GENDER***AMER IND/AK NAT FEMALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL MALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL FEMALE,Enlisted***RACE/GENDER***OTHER MALE,Enlisted***RACE/GENDER***OTHER FEMALE,Enlisted***RACE/GENDER***UNK RACE MALE,Enlisted***RACE/GENDER***UNK RACE FEMALE,Total,Enlisted**HISPANIC/GENDER***Non-Hispanic Male,Enlisted**HISPANIC/GENDER***Non-Hispanic Female,Total,Enlisted***EDUCATION***Unknown Educ,Enlisted***EDUCATION***No HS Diploma,Enlisted***EDUCATION***HS+,Enlisted***EDUCATION***BA/BS,Enlisted***EDUCATION***MA/MS,Enlisted***EDUCATION***PHD,Enlisted***EDUCATION***Alt. Educ.,Total,Enlisted***AGE IN YEARS***< 18,Enlisted***AGE IN YEARS***18 to 21,Enlisted***AGE IN YEARS***22 to 29,Enlisted***AGE IN YEARS***>=30,Enlisted***AGE IN YEARS***Unknown,Total,Officers***RACE/GENDER***WHITE MALE,Officers***RACE/GENDER***WHITE FEMALE,Officers***RACE/GENDER***BLACK MALE,Officers***RACE/GENDER***BLACK FEMALE,Officers***RACE/GENDER***AMER IND/AK NAT MALE,Officers***RACE/GENDER***AMER IND/AK NAT FEMALE,Officers***RACE/GENDER***ASIAN/PAC ISL MALE,Officers***RACE/GENDER***ASIAN/PAC ISL FEMALE,Officers***RACE/GENDER***OTHER MALE,Officers***RACE/GENDER***OTHER FEMALE,Officers***RACE/GENDER***UNK RACE MALE,Officers***RACE/GENDER***UNK RACE FEMALE,Total,Officers**HISPANIC/GENDER***Non-Hispanic Male,Officers**HISPANIC/GENDER***Non-Hispanic Female,Total,Officers***EDUCATION***Unknown Educ,Officers***EDUCATION***No HS Diploma,Officers***EDUCATION***HS+,Officers***EDUCATION***BA/BS,Officers***EDUCATION***MA/MS,Officers***EDUCATION***PHD,Officers***EDUCATION***Alt. Educ.,Total,Officers***AGE IN YEARS***18 to 21,Officers***AGE IN YEARS***22 to 29,Officers***AGE IN YEARS***>=30,Officers***AGE IN YEARS***Unknown,Total
282,286,1612,148,203,41,75,9,57,6,44,8,21,4,2228,2012,216,2228,12,16,2028,85,6,1,80,2228,1,592,1045,590,0,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,287,1418,147,62,10,26,10,19,5,23,5,12,3,1740,1560,180,1740,15,12,1547,70,5,0,91,1740,1,404,861,474,0,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,288,226,18,48,12,6,0,3,1,3,0,4,1,322,290,32,322,2,1,284,19,1,0,15,322,0,51,149,122,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,289,111,17,1,0,7,2,2,0,2,1,2,0,145,125,20,145,3,1,132,6,1,0,2,145,0,45,62,38,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,290,1016,113,917,292,10,2,22,6,38,6,34,11,2467,2037,430,2467,16,15,2229,95,13,0,99,2467,2,501,1124,840,0,2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,291,822,119,1233,403,2,2,25,8,31,11,31,10,2697,2144,553,2697,26,21,2396,146,20,1,87,2697,0,445,1163,1089,0,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,292,582,61,1237,433,4,1,33,11,34,14,38,13,2461,1928,533,2461,22,10,2130,164,26,1,108,2461,0,443,1133,885,0,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,293,902,71,372,107,11,3,20,5,16,7,15,6,1535,1336,199,1535,9,16,1387,45,9,0,69,1535,0,320,731,484,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,294,1998,236,1807,706,25,6,98,17,37,15,90,21,5056,4055,1001,5056,33,38,4491,264,36,1,193,5056,2,823,2173,2058,0,5056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,295,1225,127,1562,502,21,5,23,4,48,9,34,6,3566,2913,653,3566,27,21,3190,178,33,1,116,3566,1,600,1555,1410,0,3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,296,2191,188,631,156,18,1,28,5,53,12,32,4,3319,2953,366,3319,28,26,2902,150,17,1,195,3319,2,756,1609,952,0,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,297,763,79,323,92,9,3,13,2,15,1,12,2,1314,1135,179,1314,7,9,1170,63,8,0,57,1314,1,305,627,381,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,298,552,42,436,153,4,1,5,0,17,4,15,4,1233,1029,204,1233,15,10,1092,55,5,0,56,1233,0,207,581,445,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,299,396,81,513,265,4,0,12,4,10,4,27,9,1325,962,363,1325,5,6,1215,57,5,0,37,1325,0,248,611,466,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,300,2926,260,2509,756,90,17,177,22,142,50,124,22,7095,5968,1127,7095,61,52,6183,357,40,0,402,7095,2,1508,3711,1874,0,7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,301,2949,244,771,223,71,13,61,18,92,26,51,9,4528,3995,533,4528,32,43,3989,136,19,0,309,4528,2,1237,2347,942,0,4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,302,2437,228,1726,554,26,6,90,16,152,44,72,17,5368,4503,865,5368,41,40,4764,181,28,0,314,5368,3,1312,2735,1318,0,5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,303,315,48,1278,432,12,3,26,10,43,20,38,9,2234,1712,522,2234,29,10,1896,163,28,1,107,2234,0,366,936,932,0,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,304,467,52,570,207,9,3,9,1,15,2,12,4,1351,1082,269,1351,12,4,1208,62,16,0,49,1351,0,317,548,486,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,305,1519,155,91,29,63,9,27,4,33,7,22,2,1961,1755,206,1961,13,22,1716,57,3,1,149,1961,1,549,1002,409,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,306,750,70,304,98,20,3,13,2,25,6,21,2,1314,1133,181,1314,16,10,1138,63,1,0,86,1314,1,260,645,408,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,307,946,81,50,15,15,4,10,2,11,2,15,2,1153,1047,106,1153,13,8,1008,30,4,0,90,1153,0,308,573,272,0,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,308,466,56,595,222,7,0,28,3,25,12,26,6,1446,1147,299,1446,9,8,1297,56,6,0,70,1446,1,292,726,427,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,309,436,59,681,300,6,1,19,6,23,14,30,13,1588,1195,393,1588,12,6,1394,89,11,0,76,1588,0,254,746,588,0,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,310,1486,174,1334,515,15,1,40,7,27,5,34,6,3644,2936,708,3644,27,9,3238,146,27,1,196,3644,1,764,1682,1197,0,3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,311,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,312,270,27,462,132,1,0,5,1,3,2,11,1,915,752,163,915,8,6,793,47,9,0,52,915,0,158,389,368,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,313,807,134,592,308,30,2,37,15,38,16,45,14,2038,1549,489,2038,24,8,1824,61,9,0,112,2038,2,438,995,603,0,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,314,385,51,584,243,9,1,9,4,21,11,21,11,1350,1029,321,1350,8,2,1197,70,6,0,67,1350,0,215,627,508,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,315,1023,113,603,232,22,3,14,5,58,16,25,5,2119,1745,374,2119,21,10,1888,73,7,0,120,2119,1,461,981,676,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,316,570,85,593,230,7,0,17,3,27,10,14,3,1559,1228,331,1559,11,12,1406,55,13,0,62,1559,0,258,735,566,0,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,317,1015,97,1595,601,15,2,5,0,32,7,44,7,3420,2706,714,3420,25,17,3108,133,29,0,108,3420,0,589,1339,1492,0,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,318,254,32,175,56,2,0,3,1,5,4,15,2,549,454,95,549,1,1,499,18,0,0,30,549,0,115,252,182,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,319,490,82,1015,472,6,2,32,7,17,8,74,22,2227,1634,593,2227,12,13,1952,112,14,0,124,2227,0,337,957,933,0,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,320,2555,263,498,160,72,7,86,9,141,32,73,13,3909,3425,484,3909,31,30,3517,111,15,0,205,3909,3,941,1838,1127,0,3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,321,1661,208,279,111,43,6,35,9,75,12,43,14,2496,2136,360,2496,25,16,2213,85,6,0,151,2496,0,581,1251,664,0,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,322,2471,283,1514,460,46,11,260,27,177,47,119,21,5436,4587,849,5436,50,61,4742,213,16,2,352,5436,1,958,2764,1713,0,5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,323,950,88,553,194,16,2,11,1,26,10,17,3,1871,1573,298,1871,8,12,1622,103,19,1,106,1871,0,352,855,664,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,324,1519,187,322,102,22,2,43,17,68,16,33,9,2340,2007,333,2340,20,16,2042,98,16,0,148,2340,2,429,1000,909,0,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,325,3778,584,982,294,107,29,259,67,296,101,154,35,6686,5576,1110,6686,48,35,6003,296,34,0,270,6686,1,1178,3076,2431,0,6686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,326,1198,134,276,78,26,5,27,4,58,19,30,5,1860,1615,245,1860,15,10,1614,91,12,1,117,1860,0,384,801,675,0,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,327,3204,374,536,185,82,10,53,22,167,51,168,27,4879,4210,669,4879,35,20,4293,209,32,1,289,4879,3,1039,2356,1481,0,4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,328,2021,283,904,261,37,9,98,21,88,27,231,52,4032,3379,653,4032,46,26,3522,203,27,2,206,4032,3,782,1972,1275,0,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,329,2513,335,405,149,83,8,82,19,108,36,108,22,3868,3299,569,3868,37,16,3460,164,21,0,170,3868,1,851,1861,1155,0,3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,330,2791,417,1488,558,33,7,117,23,54,16,542,103,6149,5025,1124,6149,63,46,5507,240,46,3,244,6149,3,1264,2940,1942,0,6149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,331,2527,317,1606,468,55,8,115,24,30,7,631,132,5920,4964,956,5920,60,37,5231,320,37,3,232,5920,4,1011,2803,2102,0,5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,332,8,1,0,6,1,0,0,0,0,0,0,0,16,9,7,16,0,0,12,3,0,0,1,16,0,0,7,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,333,1166,181,924,332,10,3,54,9,27,7,114,28,2855,2295,560,2855,37,13,2524,149,20,2,110,2855,2,550,1382,921,0,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,334,2171,284,866,278,55,15,65,21,37,20,147,40,3999,3341,658,3999,34,31,3536,183,23,3,189,3999,2,939,1922,1136,0,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,335,2426,308,412,96,31,9,55,15,53,17,105,18,3545,3082,463,3545,24,24,3105,151,20,0,221,3545,3,789,1733,1020,0,3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,336,1802,267,708,237,21,3,55,11,38,6,190,42,3380,2814,566,3380,42,21,2939,155,24,0,199,3380,2,545,1611,1222,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,337,1804,253,403,119,45,4,72,17,55,12,71,12,2867,2450,417,2867,20,13,2488,110,12,1,223,2867,3,643,1459,762,0,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,338,1983,248,388,112,36,5,41,5,22,7,88,19,2954,2558,396,2954,26,17,2592,122,23,0,174,2954,2,591,1386,975,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,339,2027,282,193,60,38,9,31,11,26,11,81,17,2786,2396,390,2786,29,22,2473,101,10,0,151,2786,2,732,1331,721,0,2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,340,7,2,4,3,0,0,0,0,0,0,11,6,33,22,11,33,0,0,28,5,0,0,0,33,0,0,3,30,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,341,558,89,36,7,16,2,5,3,2,1,19,5,743,636,107,743,9,7,665,21,1,2,38,743,0,268,405,70,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,342,1796,227,187,59,34,3,27,4,33,11,45,7,2433,2122,311,2433,15,18,2168,77,4,0,151,2433,1,619,1191,622,0,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,343,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,344,1411,171,171,54,32,8,21,5,57,8,46,3,1987,1738,249,1987,11,14,1792,41,5,0,124,1987,1,521,1065,400,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,345,4,0,0,1,0,0,0,0,0,0,0,0,5,4,1,5,0,0,5,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,346,2556,362,111,46,41,5,47,6,50,12,76,15,3327,2881,446,3327,22,12,2927,134,12,0,220,3327,3,772,1511,1041,0,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,347,1595,229,312,80,26,4,41,9,59,19,130,14,2518,2163,355,2518,24,14,2252,81,7,0,140,2518,2,678,1267,571,0,2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,349,1066,170,253,99,17,11,22,2,17,1,35,13,1706,1410,296,1706,9,6,1538,50,4,0,99,1706,2,497,786,421,0,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,350,1141,101,475,172,24,0,7,3,16,5,17,3,1964,1680,284,1964,13,10,1725,84,9,0,123,1964,0,435,910,619,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,351,922,75,208,60,16,2,7,1,8,3,13,1,1316,1174,142,1316,12,9,1122,53,3,0,117,1316,0,286,648,382,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,352,560,51,897,231,8,2,14,1,19,7,15,1,1806,1513,293,1806,15,10,1550,117,25,1,88,1806,0,281,765,760,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,354,397,46,396,133,5,0,4,1,9,2,6,2,1001,817,184,1001,8,6,882,50,7,0,48,1001,0,142,467,392,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,355,575,50,71,17,2,2,3,0,3,0,7,0,730,661,69,730,5,7,652,17,2,0,47,730,0,128,372,230,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,356,1089,112,203,46,24,2,8,2,15,4,9,1,1515,1348,167,1515,15,15,1316,40,3,0,126,1515,0,347,701,467,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,357,667,82,124,19,14,2,12,3,18,4,12,4,961,847,114,961,4,5,842,30,5,0,75,961,1,239,489,232,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,358,437,38,247,76,10,0,10,7,17,0,16,2,860,737,123,860,12,6,728,46,7,0,61,860,0,133,401,326,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,359,836,69,141,39,13,1,8,0,12,3,12,2,1136,1022,114,1136,14,12,964,36,4,0,106,1136,0,258,532,346,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,360,826,96,748,267,12,0,10,3,20,4,20,7,2013,1636,377,2013,20,8,1774,99,15,1,96,2013,0,366,876,771,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,361,361,46,752,281,7,3,16,6,13,5,31,3,1524,1180,344,1524,21,8,1316,78,18,1,82,1524,0,200,670,654,0,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,362,608,53,302,80,5,1,11,2,9,5,9,1,1086,944,142,1086,5,4,933,48,10,1,85,1086,0,203,474,409,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,363,1147,147,533,196,24,6,24,7,22,9,39,4,2158,1789,369,2158,12,10,1885,70,13,0,168,2158,0,373,1025,760,0,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,364,328,35,304,85,11,1,1,0,6,2,6,1,780,656,124,780,11,8,673,38,4,0,46,780,0,135,355,290,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,365,1188,93,322,94,56,5,19,3,45,9,16,3,1853,1646,207,1853,21,20,1635,61,14,0,102,1853,0,373,879,601,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,366,633,70,705,219,17,0,11,1,32,6,20,4,1718,1418,300,1718,19,7,1528,89,12,0,63,1718,0,242,749,727,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,367,154,12,545,138,2,1,3,2,4,1,11,4,877,719,158,877,10,3,796,39,5,1,23,877,0,155,337,385,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,368,697,61,469,187,15,2,13,3,19,2,14,6,1488,1227,261,1488,21,9,1307,54,8,0,89,1488,1,289,694,503,1,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,369,36,5,134,35,0,0,0,0,1,2,0,0,213,171,42,213,4,1,189,10,2,0,7,213,1,26,78,108,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,370,2553,335,580,198,52,11,77,18,105,40,71,20,4060,3438,622,4060,45,17,3583,169,29,1,216,4060,3,956,1976,1125,0,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,371,1614,157,158,39,26,9,26,5,56,11,15,2,2118,1895,223,2118,10,10,1878,80,4,0,136,2118,1,562,1062,493,0,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,372,428,35,283,42,11,3,16,5,17,4,10,2,856,765,91,856,15,9,703,64,17,1,47,856,0,118,385,353,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,373,1799,186,78,18,37,7,15,7,39,7,24,3,2220,1992,228,2220,15,6,1978,78,10,0,133,2220,0,558,1068,594,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,374,347,32,179,49,3,3,8,0,12,4,9,2,648,558,90,648,1,3,565,42,7,1,29,648,0,94,282,272,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,375,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,376,1255,116,43,7,13,1,8,4,16,1,15,3,1482,1350,132,1482,11,6,1305,74,7,0,79,1482,0,354,710,418,0,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,377,1018,95,23,6,14,1,5,1,12,2,6,1,1184,1078,106,1184,6,6,1059,45,4,0,64,1184,1,308,538,337,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,378,1586,141,42,10,13,2,17,1,22,2,13,4,1853,1693,160,1853,8,11,1661,57,8,0,108,1853,2,482,875,494,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,379,849,80,114,13,23,6,12,1,12,4,12,1,1127,1022,105,1127,4,4,969,67,4,0,79,1127,0,216,557,354,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,380,1086,105,366,94,18,3,28,3,39,9,20,6,1777,1557,220,1777,17,8,1558,60,7,1,126,1777,0,449,856,472,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,381,735,41,1368,446,7,2,14,4,24,12,13,7,2673,2161,512,2673,21,14,2340,135,27,1,135,2673,2,490,1190,991,0,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,382,488,61,58,9,3,1,5,1,12,1,3,0,642,569,73,642,5,4,576,29,3,0,25,642,0,138,286,218,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,383,673,78,211,75,6,3,6,1,17,5,10,1,1086,923,163,1086,8,5,989,36,7,0,41,1086,1,300,487,298,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,384,530,60,44,4,19,2,1,1,16,5,9,1,692,619,73,692,3,5,613,17,2,1,51,692,0,180,336,176,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,385,642,84,7,3,16,1,5,1,17,7,7,0,790,694,96,790,5,4,681,31,5,0,64,790,0,194,377,219,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,386,729,58,415,131,13,3,17,1,20,3,10,1,1401,1204,197,1401,12,12,1203,63,15,0,96,1401,0,332,639,430,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,387,107,9,386,106,2,0,1,0,1,1,8,0,621,505,116,621,9,2,547,42,5,0,16,621,0,81,212,328,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
